,datadate,tic,adjcp,open,high,low,volume,macd,rsi,cci,adx,pct_cp
1,2010-06-30,TSLA,4.765999794006348,5.1579999923706055,6.084000110626221,4.659999847412109,85935500.0,-0.00026923265212630554,0.0,66.66666666666674,100.0,-0.002511528721206191
2,2010-07-01,TSLA,4.392000198364258,5.0,5.184000015258789,4.053999900817871,41094000.0,-0.011940760919885385,0.0,-37.426886995508376,25.18817345520295,-0.07847243218777022
3,2010-07-02,TSLA,3.8399999141693115,4.599999904632568,4.619999885559082,3.742000102996826,25699000.0,-0.03688632306130657,0.0,-104.69509541445534,3.8159474931780513,-0.125683119140234
4,2010-07-06,TSLA,3.2219998836517334,4.0,4.0,3.1659998893737793,34334500.0,-0.07425646194708779,0.0,-127.58069172614016,22.346551700941085,-0.16093751154451963
5,2010-07-07,TSLA,3.1600000858306885,3.2799999713897705,3.3259999752044678,2.996000051498413,34608500.0,-0.09797635644761904,0.0,-113.36036961066787,28.065814407327444,-0.019242644338886783
6,2010-07-08,TSLA,3.492000102996826,3.2279999256134033,3.503999948501587,3.114000082015991,38557000.0,-0.0964603869918439,18.39600194172327,-73.4434185406098,18.31264870245177,0.10506329371787437
7,2010-07-09,TSLA,3.4800000190734863,3.5160000324249268,3.5799999237060547,3.309999942779541,20253000.0,-0.094463649786789,18.270329727806626,-56.11430484069824,14.33834104706091,-0.003436450048509898
8,2010-07-12,TSLA,3.4100000858306885,3.5899999141693115,3.614000082015991,3.4000000953674316,11012500.0,-0.0951165935769156,17.54696963874389,-49.6230847658653,12.530616772524612,-0.020114923235383997
9,2010-07-13,TSLA,3.628000020980835,3.4779999256134033,3.7279999256134033,3.380000114440918,13400500.0,-0.08296690224943415,26.874353916071072,-35.80168181763004,6.495856453823892,0.06392959814164967
10,2010-07-14,TSLA,3.9679999351501465,3.5880000591278076,4.03000020980835,3.552000045776367,20976000.0,-0.05491011009756708,38.16092304861286,-2.594753132162381,7.544801349536885,0.09371552155542484
11,2010-07-15,TSLA,3.9779999256134033,3.98799991607666,4.300000190734863,3.799999952316284,18699000.0,-0.033043925601736746,38.44996744354573,20.34592407126727,17.890677830667943,0.0025201589280969827
12,2010-07-16,TSLA,4.127999782562256,4.139999866485596,4.260000228881836,4.010000228881836,13106500.0,-0.007915812301785508,42.61228313716592,33.8424406158951,17.89067783066794,0.03770735539310577
13,2010-07-19,TSLA,4.381999969482422,4.27400016784668,4.449999809265137,4.184000015258789,12432500.0,0.025716603427429874,48.690434545247626,59.615242182938225,24.669054114052543,0.061531056274064966
14,2010-07-20,TSLA,4.059999942779541,4.369999885559082,4.369999885559082,4.010000228881836,9126500.0,0.031644376780803896,42.75221420706484,30.453069264890004,15.347245064266424,-0.0734824347205355
15,2010-07-21,TSLA,4.044000148773193,4.131999969482422,4.179999828338623,3.9000000953674316,6262500.0,0.03477421699399841,42.485872645979,14.200077381539753,9.799091442469503,-0.00394083601769557
16,2010-07-22,TSLA,4.199999809265137,4.099999904632568,4.25,4.073999881744385,4789000.0,0.04638358027999656,45.88620110671624,34.68002654611976,12.656940203903567,0.038575582283118415
17,2010-07-23,TSLA,4.257999897003174,4.23799991607666,4.311999797821045,4.211999893188477,3268000.0,0.05836195839944702,47.08934542446749,47.38317337002045,15.200696374031628,0.01380954532666645
18,2010-07-26,TSLA,4.190000057220459,4.300000190734863,4.300000190734863,4.059999942779541,4611000.0,0.062495477916337805,45.85288876369147,33.51053115531117,7.031566010119354,-0.015969901697408195
19,2010-07-27,TSLA,4.110000133514404,4.182000160217285,4.236000061035156,4.052000045776367,3098500.0,0.05971248452739086,44.43296039918276,24.26116609898446,6.606253605935747,-0.019093060289627872
20,2010-07-28,TSLA,4.144000053405762,4.110000133514404,4.179999828338623,4.1020002365112305,2336000.0,0.05909599859036785,45.17933289473654,25.634709345802804,6.6062536059357395,0.008272486322837391
21,2010-07-29,TSLA,4.070000171661377,4.1539998054504395,4.176000118255615,4.0,3080000.0,0.05295092119033562,43.853114051224395,14.172356901073895,0.7720645211734131,-0.017857114090422788
22,2010-07-30,TSLA,3.98799991607666,4.039999961853027,4.0879998207092285,3.9100000858306885,2134500.0,0.04198645085255581,42.425503266171994,-2.915367028991186,4.174281732728321,-0.020147482094882596
23,2010-08-02,TSLA,4.184000015258789,4.099999904632568,4.193999767303467,4.065999984741211,3590500.0,0.04644941402555247,46.714747277553585,28.137314474878927,1.8887575378484258,0.049147468231381275
24,2010-08-03,TSLA,4.389999866485596,4.199999809265137,4.389999866485596,4.164000034332275,6152500.0,0.06369195332077648,50.70743966941497,61.87935563195147,12.010913318400004,0.049235145907155387
25,2010-08-04,TSLA,4.251999855041504,4.389999866485596,4.435999870300293,4.170000076293945,4565000.0,0.0666780976815744,48.20432743651416,54.44757754390298,14.230899988610124,-0.0314350832895508
26,2010-08-05,TSLA,4.090000152587891,4.308000087738037,4.309999942779541,4.010000228881836,3981000.0,0.05674270336374043,45.478057243762606,21.58600223117098,4.433996047624641,-0.03809964910077168
27,2010-08-06,TSLA,3.9179999828338623,4.019999980926514,4.0320000648498535,3.9040000438690186,3709500.0,0.0360356025975177,42.818252698354456,-19.896783053729674,1.5458503374460895,-0.042053829666778286
28,2010-08-09,TSLA,3.9200000762939453,3.9800000190734863,3.996000051498413,3.890000104904175,4063500.0,0.019604355246418237,42.85845440352126,-23.219038069599428,2.335380288644419,0.0005104883789806003
